ID_BCT_O,CALLE,ESQUINA / ENTRE CALLES,COLONIA,TRAMO,SECTOR_UPC,ALCALDÍA,C2,LATITUD,LONGITUD,CLASIFICACION,BOTON,ALTAVOZ,TIPO_POSTE,NUMCAMS,NUMBOT,NUMALT,CANT_ALTAVOZ,TIPO CAMARA,PROYECTO
MC9033,CALLE PIRUL,CERRADA BUENAVISTA,LA CARBONERA,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.301873,-99.253525,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9034,CALLE CAPULÍN,CALLE DURAZNO,LA CARBONERA,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.301406,-99.255613,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9035,CALLE AYLE,CERRADA ACATITLA,LA CARBONERA,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.3021,-99.256847,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9036,CALLE LA MESITA,CALLE COLORINES,LA CARBONERA,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.300765,-99.258131,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9037,CALLE AYLE,OCOTE,LA CARBONERA,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.30238657,-99.25652434,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9038,CALLE CAÑADA,CALLE BUENAVISTA,LA MAGDALENA,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.30208,-99.24912,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9039,CALLE PINO,CALLE LAS TORRES,LA CARBONERA,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.301743,-99.254968,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9040,3a. CAMINO DE CONTRERAS, IXTLAHUACA,LA CONCEPCION,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.303329,-99.233883,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9041,CALLE IGNACIO MEJÍA,CALLE RÍO MAGDALENA,LA CONCEPCION,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.303085,-99.235693,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9042,CALLE JUAN ÁLVAREZ,CALLE HERMENEGILDO GALEANA,LA CONCEPCION,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.301554,-99.235172,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9043,CALLEJÓN DE LA HIGUERA,ENTRE CALLE DEL CANAL Y CALLES FERROCARRIL DE CUERNAVACA,SAN NICOLAS TOTOLAPAN,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.301412,-99.237053,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9044,CALLE JOSÉ MARÍA MORELOS,ENTRE CALLE RÍO MAGDALENA Y CALLE CANAL,LA CONCEPCION,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.30205737,-99.23356749,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9045,FRESNO,CHABACANO,LA CRUZ,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.30820857,-99.23369178,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9046,CALLE FRANCISCO DEL OLMO,CALLE AZUCENA,LA CRUZ,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.306222,-99.235183,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9047,CALLE AQUILES SERD?N,FELIPE ANGELES,LA GUADALUPE,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.30635031,-99.23112346,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9048,ALVARO OBREGON,HEROES,LA MAGDALENA,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.3044399,-99.242893,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9049,CALLE EMILIO CARRANZA,CALLEJÓN DEL ZAPOTE,LA MAGDALENA,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.301493,-99.247376,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9050,EMILIO CARRANZA,HEROES,LA MAGDALENA,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.30337136,-99.24285736,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9051,CALLEJON PRIMAVERA,CASI ESQ.  EMILIO CARRANZA,LA MAGDALENA,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.30125012,-99.24900907,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9052,CALLEJÓN DE PINO,CALLE EMILIO CARRANZA,LA MAGDALENA,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.302997,-99.243385,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9053,PRIVADA LOS PINOS,CALLE LOS PINOS,LA MALINCHE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.321326,-99.240495,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9054,LEAL,CASI ESQ. MARIPOSAS,LA MALINCHE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.32442828,-99.24576303,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9055,GRAL. ANAYA,LAZARO CARDENAS,LA MALINCHE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.32557302,-99.24311043,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9056,PRIVADA COLORINES,CERRADA SEGUNDA OLIVOS,LA MALINCHE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.323556,-99.243798,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9057,CALLE ROSA NORTE,ANDADOR ROSA NORTE,LA MALINCHE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.323779,-99.240325,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9058,PROLONGACIÓN LAS TORRES,CALLE DURAZNO,LA MALINCHE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.321734,-99.241813,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9059,PRIVADA CLAVEL,AVENIDA SAN BERNABÉ,LA MALINCHE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.323106,-99.238258,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9060,CALLE OLIVOS,CALLE ORQUÍDEA,LA MALINCHE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.323056,-99.242799,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9061,CDA DE LOS OLIVIOS,CASI ESQ. DURAZNO,LA MALINCHE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.32171283,-99.24178489,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9062,CALLE PRESA BASILIO,ENTRE PRIVADA BASILIO Y CALLE PRESA,LA MALINCHE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.321306,-99.238777,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9063,CALLE PRESA,CALLE PRESA BASILIO,LA MALINCHE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.320494,-99.239671,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9064,CALLE MARIPOSAS,ANDADOR MARIPOSAS,LA MALINCHE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.324439,-99.244769,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9065,CERRADA PRESA,CALLE PRESA,LA MALINCHE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.320753,-99.239765,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9066,CALLE JANITZIO,ENTRE CALLE HIGUERA Y CALLEJÓN AHUATLA,LAS CRUCES,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.32069,-99.257695,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9067,CALLE CAÑADA,CALLE FLOR DE BERRO,LAS CRUCES,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.318613,-99.252271,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9068,CIRCUITO CANTERA,ENTRE ANDADOR ÁGUILAS Y AVENIDA SAN BERNABÉ,LAS CRUCES,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.316955,-99.253632,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9069,CALLE ALTAVISTA,ENTRE CALLE MIRADOR Y CALLE DEL PINO,LAS CRUCES,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.319281,-99.254844,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9070,CALLE AHUATLA,ENTRE CALLE CIRUELOS Y CALLEJÓN AHUATLA,LAS CRUCES,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.321284,-99.257167,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9071,CALLE CAPULINES,ANDADOR MANGOS,LAS CRUCES,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.32304919,-99.25498478,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9072,ANDADOR 10 DE MAYO,CIRCUITO CANTERA,LAS CRUCES,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.317879,-99.255315,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9073,AHUATLA,CEREZOS,LAS CRUCES,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.322923,-99.25596,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9075,AVENIDA SAN BERNABÉ,ENTRE CALLE LAS CRUCES Y CALLE DALIAS,LAS CRUCES,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.316724,-99.255931,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9077,CALLE CANARIOS,CDA. DE PINO,LAS CRUCES,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.31834559,-99.25190261,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9079,AV. HIDALGO,DURAZNOS Y JACARAA,LAS CRUCES,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.324176,-99.25653,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9082,18 DE MARZO,11 DE NOVIEMBRE,EMANCIPACION DEL PUEBLO,#N/A,SANTA FE,ALVARO OBREGON,PONIENTE,19.36045412,-99.23868374,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9083,CALLE PARCELA,AVENIDA OJO DE AGUA,LOMAS DE SAN BERNABE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.308231,-99.26453,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9084,LOPEZ VALARDE,CARBONEROS,LOMAS DE SAN BERNABE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.30984245,-99.26763873,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9085,CALLE RÍO PAPALOAPAN,CALLE RÍO PÁNUCO,LOMAS DE SAN BERNABE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.307429,-99.269709,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9086,CALLE TENANGO,RIO BRAVO,LOMAS DE SAN BERNABE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.30679231,-99.27080789,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9087,CERRADA PRIMERA BENITO JUÁREZ,CALLE BENITO JUÁREZ,LOMAS DE SAN BERNABE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.310974,-99.26635,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9088,CARBONEROS,ATLAPIZIN,LOMAS DE SAN BERNABE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.3084865,-99.26602781,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9090,ORQUIDEA,OCOTEPEC,LOMAS DE SAN BERNABE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.314687,-99.2644,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9091,CALLE ROBLE,CALLE MARGARITAS,LOMAS DE SAN BERNABE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.314424,-99.264229,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9093,CALLE ROBLE,CALLE PINO,LOMAS DE SAN BERNABE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.31339,-99.262931,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9094,CALLE ORQUÍDEA,CERRADA DALIA,LOMAS DE SAN BERNABE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.312856,-99.265732,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9095,CALLE XOSCO,CERRADA SEGUNDA DE XOSCO,LOMAS DE SAN BERNABE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.31425,-99.26112,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9096,CALLE RÍO LERMA,CERRADA SEGUNDA RÍO LERMA,LOMAS DE SAN BERNABE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.30796982,-99.27029436,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9097,DURAZNO,PRIMERA CDA. PRESA,LOMAS DE SAN BERNABE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.305618,-99.26941,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9098,CALLE ENCINO,CALLE ROBLE,LOMAS DE SAN BERNABE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.313621,-99.263417,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9099,CALLE RÍO PAPALOAPAN,CALLE DURAZNO,LOMAS DE SAN BERNABE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.305756,-99.269785,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9100,PRIVADA NOGAL,CALLE NOGAL,LOMAS DE SAN BERNABE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.311302,-99.26431,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9101,FRESNO,MORELOS,LOMAS DE SAN BERNABE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.3140074,-99.2623096,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9102,MADROÑO,ENTRE FRESA Y MADROÑO,PARAJE DEL CABALLITO,#N/A,ALPES,ALVARO OBREGON,PONIENTE,19.30538,-99.271614,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9103,CALLE ROBLE,CALLE ASTILLEROS,LOMAS DE SAN BERNABE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.311703,-99.263041,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9104,3RA. CDA. FLOR DE LA PASION,3RA. CDA. ASTILLEROS,LOMAS DE SAN BERNABE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.312346,-99.26463,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9105,PRIVADA ENCINO,CERRADA TERCERA ASTILLEROS,LOMAS DE SAN BERNABE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.312143,-99.26447,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9106,CALLE DURAZNO,ENTRE ANDADOR TENANEO Y CERRADA PRIMERA RÍO PÁNUCO,PARAJE DEL CABALLITO,#N/A,ALPES,ALVARO OBREGON,PONIENTE,19.308279,-99.271399,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9107,CALLE RÍO LERMA,CERRADA RÍO SAN JUAN,LOMAS DE SAN BERNABE,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.308291,-99.268354,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9108,NUBE,BUGAMBILIA,LOMAS QUEBRADAS,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.31222554,-99.24277215,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9109,CALLE PINO,AVENIDA SAN JERÓNIMO,LOMAS QUEBRADAS,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.316667,-99.237165,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9110,PRIVADA FRESNILLO,CALLE CRUZ VERDE,LOMAS QUEBRADAS,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.312774,-99.241186,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9111,CALLE PALMA,CALLE BUGAMBILIA,LOMAS QUEBRADAS,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.314651,-99.244586,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9112,CERRADA SEGUNDA SANTIAGO APÓSTOL,AVENIDA SANTIAGO APÓSTOL,LOMAS QUEBRADAS,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.318033,-99.240072,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9115,CRUZ VERDE,VIOLETA,LOMAS QUEBRADAS,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.31095228,-99.24262961,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9116,CERRADA PRIMERA SANTIAGO APÓSTOL,AVENIDA SANTIAGO APÓSTOL,LOMAS QUEBRADAS,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.317421,-99.240729,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9117,AV. MIGUEL HIDALGO,ENTRE AND. PRIMAVERA Y AND PRADERA,LAS CRUCES,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.325321,-99.256128,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9120,CALLE ESPAÑA,CALLE CUAUHTÉMOC,LOS PADRES,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.321055,-99.249238,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9121,CALLE UNIÓN,CALLE BENITO JUÁREZ,LOS PADRES,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.322661,-99.248361,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9122,CALLE MARTE,CALLE LAS FLORES,LOS PADRES,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.32152,-99.246599,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9123,CALLE ROSALES,ENTRE CALLE EDÉN Y ANDADOR CRUCES,LOS PADRES,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.321308,-99.250054,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9124,SEGUNDA CERRADA LAS FLORES,ENTRE CALLE ROBLE Y CALLE LAS FLORES,LOS PADRES,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.321077,-99.246829,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9125,MORELOS,BENITO JUAREZ,LOS PADRES,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.32144789,-99.24767262,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9126,CALLE BENITO JUÁREZ,CALLE JILGUERO,LOS PADRES,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.322393,-99.248216,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9127,CALLE PRIMAVERA,CALLE JILGUERO,LOS PADRES,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.322348,-99.250367,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9128,AVENIDA SAN BERNABÉ,CALLE PIRUL,LOS PADRES,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.319021,-99.245722,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9130,AV. DE LAS TORRES,CUAUHTEMOC,LOS PADRES,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.319417,-99.24738,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9132,CALLE ALTA TENSIÓN,CALLE JERUSALÉN,LOS PADRES,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.319912,-99.246854,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9133,CALLE ESTRELLA,CALLE JILGUERO,LOS PADRES,#N/A,SAN JERONIMO,MAGDALENA CONTRERAS,PONIENTE,19.322402,-99.246626,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9134,LOMAS DE SAN JUAN,AYLE Y COCONETLA,EL OCOTAL,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.302811,-99.25891,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9135,ANDADOR LOMAS DE SAN JUAN,CALLE LOMAS DE SAN JUAN,EL OCOTAL,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.301566,-99.259411,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9137,CERRO CAPILLA DE SAN MIGUEL,ENTRE CERRO DE LA ESTRELLA Y CERRO DE SAN ANDRES,PRADO CHURUBUSCO,#N/A,TAXQUEÑA,COYOACAN,SUR,19.35374158,-99.13189957,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9138,CALLE CERRO ZEHUILOYA,ENTRE CALLE TEMAMATLA Y ANDADOR ZEHUILOYA,EL OCOTAL,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.303927,-99.260159,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
MC9139,CALLE TOCHIHUEHUE,ENTRE CALLE CLAVEL Y AVENIDA COCONETLA,EL OCOTAL,#N/A,DINAMO,MAGDALENA CONTRERAS,PONIENTE,19.300869,-99.261038,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS
