ID_BCT_O,CALLE,ESQUINA,COLONIA,TRAMO,SECTOR_UPC,ALCALDÍA,C2,LATITUD,LONGITUD,CLASIFICACION,BOTON,ALTAVOZ,TIPO_POSTE,NUMCAMS,NUMBOT,NUMALT,CANT_ALTAVOZ,TIPO CAMARA,PROYECTO,FECHA_INSTALACIÓN,FASE2019,FASE_ORIGEN
9503,HEROES DE NACOZARI,ANFORA,7 DE JULIO,#N/A,CONGRESO,VENUSTIANO CARRANZA,NORTE,19.43494,-99.111028,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9504,EJE 6 SUR AV DE LAS TORRES,AV GUELATAO,ZUE STA MA AZTAHUACAN,#N/A,SANTA CRUZ,IZTAPALAPA,ORIENTE,19.361062,-99.040391,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9505,LECUMBERRI,VIDAL ALCOCER,ZONA CENTRO,#N/A,CONGRESO,VENUSTIANO CARRANZA,NORTE,19.437441,-99.123612,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9506,CALLE 4,CALZ LA PURISIMA,LA PURISIMA,#N/A,ABASTO REFORMA,IZTAPALAPA,ORIENTE,19.358432,-99.071994,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9507,DELFIN,AV LA TURBA,DEL MAR NORTE,#N/A,ZAPOTITLA,TLAHUAC,ORIENTE,19.291144,-99.057564,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9508,CORONEL LINO MERINO,FRANCISCO GARCIA SALINAS,JUAN ESCUTIA,#N/A,OASIS,IZTAPALAPA,ORIENTE,19.393677,-99.046685,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
9509,ZARCO,CAMELIA,GUERRERO,#N/A,BUENAVISTA,CUAUHTEMOC,CENTRO,19.44662,-99.144809,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
9510,AV DE LAS TORRES,BOTAFOGO,ARBOLEDAS,#N/A,COAPA,TLALPAN,SUR,19.292826,-99.139438,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
10000,EJE CENTRAL LAZARO CARDENAS,FRAY JUAN DE TORQUEMADA,OBRERA,#N/A,ASTURIAS,CUAUHTEMOC,CENTRO,19.40837,-99.144384,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10001,EJE 3 SUR (CALZ DE CHABACANO),CALZ SAN ANTONIO ABAD,VISTA ALEGRE,#N/A,ASTURIAS,CUAUHTEMOC,CENTRO,19.408431,-99.135498,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10002,AV INSURGENTES NORTE,AV RICARDO FLORES MAGON,U.H. NONOALCO TLATELOLCO,#N/A,TLATELOLCO,CUAUHTEMOC,CENTRO,19.454174,-99.151494,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10003,AV INSURGENTES NORTE,AV PUENTE DE ALVARADO,BUENAVISTA,#N/A,BUENAVISTA,CUAUHTEMOC,CENTRO,19.439901,-99.155415,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10004,EJE 3 SUR (DR I MORONES PRIETO),AV DR JOSE MARIA VERTIZ,DOCTORES,#N/A,ASTURIAS,CUAUHTEMOC,CENTRO,19.406908,-99.149799,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10005,AV JUAREZ,ENTRE EJE CENTRAL LAZARO CARDENAS Y LOPEZ,CENTRO,#N/A,ALAMEDA,CUAUHTEMOC,CENTRO,19.434164,-99.141378,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10006,EJE 1 ORIENTE (VIDAL ALCOCER),LECUMBERRI,MORELOS,#N/A,CONGRESO,VENUSTIANO CARRANZA,NORTE,19.437548,-99.123595,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10007,JOSE MARIA IZAZAGA,SAN PABLO,CENTRO,#N/A,CENTRO,CUAUHTEMOC,CENTRO,19.426165,-99.130721,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10008,EJE CENTRAL (LAZARO CARDENAS),AV DR RIO DE LA LOZA,DOCTORES,#N/A,ASTURIAS,CUAUHTEMOC,CENTRO,19.42471,-99.142646,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10009,FRAY SERVANDO TERESA DE MIER,ESCUELA MEDICO MILITAR,CENTRO,#N/A,CENTRO,CUAUHTEMOC,CENTRO,19.423535,-99.131157,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10010,AV INSURGENTES SUR,EJE 3 PONIENTE (AV MEDELLIN),HIPODROMO,#N/A,ROMA,CUAUHTEMOC,CENTRO,19.41522,-99.165507,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10011,PASEO DE LA REFORMA,LIEJA,JUAREZ,#N/A,ANGEL,CUAUHTEMOC,CENTRO,19.423371,-99.175203,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10012,AV NIÑOS HEROES,DR NAVARRO,DOCTORES,#N/A,ASTURIAS,CUAUHTEMOC,CENTRO,19.420981,-99.150235,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10013,AV DR RIO DE LA LOZA,DR JOSE MARIA VERTIZ,DOCTORES,#N/A,ASTURIAS,CUAUHTEMOC,CENTRO,19.425186,-99.146342,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10014,EJE 1 PONIENTE (AV CUAUHTEMOC),AV ALVARO OBREGON,ROMA NORTE,#N/A,ROMA,CUAUHTEMOC,CENTRO,19.419504,-99.15432,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10015,EJE 1 PONIENTE (AV CUAUHTEMOC),AV CHAPULTEPEC,ROMA NORTE,#N/A,ROMA,CUAUHTEMOC,CENTRO,19.425551,-99.153973,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10016,EJE 1 PONIENTE (AV CUAUHTEMOC),EJE 2 SUR DR OLVERA,DOCTORES,#N/A,ASTURIAS,CUAUHTEMOC,CENTRO,19.415998,-99.154335,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10017,AV NIÑOS HEROES,DR JOSE TERRES,DOCTORES,#N/A,ASTURIAS,CUAUHTEMOC,CENTRO,19.415124,-99.150877,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10018,EJE 2 A SUR (DR BALMIS),DR JOSE MARIA VERTIZ,DOCTORES,#N/A,ASTURIAS,CUAUHTEMOC,CENTRO,19.414702,-99.1484,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10019,EJE CENTRAL (LAZARO CARDENAS),CLAUDIO BERNARD,DOCTORES,#N/A,ASTURIAS,CUAUHTEMOC,CENTRO,19.418411,-99.143641,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10020,EJE 2 NORTE (AV CANAL DEL NORTE),CALZ DE GUADALUPE,FELIPE PESCADOR,#N/A,TLATELOLCO,CUAUHTEMOC,CENTRO,19.453268,-99.130552,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10021,AV PASEO DE LA REFORMA,ENTRE MONTE ELBRUZ Y AV MOLIERE,POLANCO CHAPULTEPEC,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.427323,-99.201287,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10022,AV RICARDO FLORES MAGON,ZARCO,TLATELOLCO,#N/A,TLATELOLCO,CUAUHTEMOC,CENTRO,19.451894,-99.143661,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10023,VIADUCTO (RIO BECERRA),MINERIA,ESCANDON 2A SECC,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.397893,-99.177785,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10024,PASEO DE LA REFORMA,PEDRO MORENO,GUERRERO,#N/A,BUENAVISTA,CUAUHTEMOC,CENTRO,19.440751,-99.142689,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10025,AV ALVARO OBREGON,AV OAXACA,ROMA NORTE,#N/A,ROMA,CUAUHTEMOC,CENTRO,19.4165,-99.1695,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10026,EJE 3 SUR (AV BAJA CALIFORNIA),ALFONSO REYES,HIPODROMO,#N/A,ROMA,CUAUHTEMOC,CENTRO,19.405878,-99.172041,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10027,AV PASEO DE LA REFORMA,EJE 2 PONIENTE (FLORENCIA),JUAREZ,#N/A,ANGEL,CUAUHTEMOC,CENTRO,19.426686,-99.168282,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10028,AV PARQUE LIRA,AV OBSERVATORIO,OBERVATORIO,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.403865,-99.187907,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10029,AV PASEO DE LA REFORMA,AV INSURGENTES SUR,JUAREZ,#N/A,ANGEL,CUAUHTEMOC,CENTRO,19.430787,-99.159998,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10030,AV PASEO DE LA REFORMA,SEVILLA,JUAREZ,#N/A,ANGEL,CUAUHTEMOC,CENTRO,19.425355,-99.171138,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10031,AV PASEO DE LA REFORMA,NIZA,JUAREZ,#N/A,ANGEL,CUAUHTEMOC,CENTRO,19.428596,-99.164235,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10032,EJE 1 ORIENTE (AV DEL TRABAJO),CIRCUNVALACION,MORELOS,#N/A,MORELOS,CUAUHTEMOC,CENTRO,19.451709,-99.124749,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10033,EJE CENTRAL (LAZARO CARDENAS),EJE 2 A SUR (MANUEL PAYNO),OBRERA,#N/A,ASTURIAS,CUAUHTEMOC,CENTRO,19.414064,-99.143837,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10034,EJE 2 A SUR (MANUEL PAYNO),JOSE TOMAS CUELLAR,OBRERA,#N/A,ASTURIAS,CUAUHTEMOC,CENTRO,19.413708,-99.136083,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10035,AV BALDERAS,ENTRE EMILIO DONDE Y JOSE MARIA MORELOS,CENTRO,#N/A,ALAMEDA,CUAUHTEMOC,CENTRO,19.429866,-99.148509,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10036,EJE 8 SUR (JOSE MARIA RICO),RECREO,ACTIPAN,#N/A,DEL VALLE,BENITO JUAREZ,SUR,19.368873,-99.178792,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10037,EJE 2 PONIENTE (FLORENCIA),AV CHAPULTEPEC,JUAREZ,#N/A,ANGEL,CUAUHTEMOC,CENTRO,19.423146,-99.165592,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10038,EJE 3 NORTE (CALZ SAN ISIDRO),ENTRE CALZ DE LAS ARMAS Y FRANCISCO I MADERO,PUEBLO SAN PEDRO XALPA,#N/A,CLAVERIA,AZCAPOTZALCO,PONIENTE,19.485798,-99.211043,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10039,AV DE LAS TORRES,OCOTE,LOMAS DE ZARAGOZA,#N/A,TEOTONGO,IZTAPALAPA,ORIENTE,19.349079,-99.000914,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10040,EJE 2 SUR AV YUCATAN,ENTRE COAHUILA Y ORIZABA,ROMA NORTE,#N/A,ROMA,CUAUHTEMOC,CENTRO,19.41162,-99.158732,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10041,EJE 1 PONIENTE (AV CUAUHTEMOC),ENTRE MIGUEL LAURENT Y SAN LORENZO,SANTA CRUZ ATOYAC,#N/A,PORTALES,BENITO JUAREZ,SUR,19.373192,-99.160742,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10042,AV ALVARO OBREGON,CACAHUAMILPA,ROMA NORTE,#N/A,ROMA,CUAUHTEMOC,CENTRO,19.4167,-99.167538,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10043,EJE 3 PONIENTE (SALAMANCA),AV CHAPULTEPEC,JUAREZ,#N/A,ANGEL,CUAUHTEMOC,CENTRO,19.422237,-99.170353,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10044,CALZ LEGARIA,LAGO GRAN OSO,TORRE BLANCA (AMPL),#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.453242,-99.198758,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10045,AV CANAL DE MIRAMONTES,ENTRE CERRO DE LA BUFA Y CERRO DE SAN JUAN,COUNTRY CLUB,#N/A,TAXQUEÑA,COYOACAN,SUR,19.352201,-99.135623,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10046,CALZ DE GUADALUPE,RIO BLANCO,INDUSTRIAL,#N/A,TEPEYAC,GUSTAVO A. MADERO,NORTE,19.476752,-99.120321,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10047,EJE 2 NORTE (AV MANUEL GONZALEZ),EJE 1 PONIENTE (AV GUERRERO),SAN SIMON TOLNAHUAC,#N/A,TLATELOLCO,CUAUHTEMOC,CENTRO,19.456231,-99.144751,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10048,AV INSURGENTES NORTE,SALVADOR DIAZ MIRON,SANTA MARIA LA RIBERA,#N/A,BUENAVISTA,CUAUHTEMOC,CENTRO,19.44809,-99.152899,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10049,EJE 1 PONIENTE (AV BUCARELI),AV PASEO DE LA REFORMA,TABACALERA,#N/A,ANGEL,CUAUHTEMOC,CENTRO,19.435459,-99.150076,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10050,AV PASEO DE LA REFORMA,VERSALLES,JUAREZ,#N/A,ANGEL,CUAUHTEMOC,CENTRO,19.43277,-99.155399,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10051,EJE 2 NORTE (AV MANUEL GONZALEZ),AV INSURGENTES NORTE,SAN SIMON TOLNAHUAC,#N/A,TLATELOLCO,CUAUHTEMOC,CENTRO,19.457285,-99.148563,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10052,AV PASEO DE LA REFORMA,MATAMOROS,MORELOS,#N/A,MORELOS,CUAUHTEMOC,CENTRO,19.448051,-99.134521,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,7K,7K
10053,ANGELA PERALTA,ENTRE AV JUAREZ E HIDALGO (ALAMEDA CENTRAL),CENTRO,#N/A,ALAMEDA,CUAUHTEMOC,CENTRO,19.435573,-99.142932,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10054,AV JUAREZ,ENTRE LUIS MOYA Y DOLORES,CENTRO,#N/A,ALAMEDA,CUAUHTEMOC,CENTRO,19.435147,-99.144379,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,7K
10055,REPUBLICA DE BOLIVIA,ENTRE REP DE ARGENTINA Y REP DE BRASIL,CENTRO,#N/A,CENTRO,CUAUHTEMOC,CENTRO,19.439367,-99.132799,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10056,RIO VOLGA,RIO DANUBIO,CUAUHTEMOC,#N/A,ANGEL,CUAUHTEMOC,CENTRO,19.428811,-99.167055,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10057,RIO PANUCO,RIO RHIN,CUAUHTEMOC,#N/A,ANGEL,CUAUHTEMOC,CENTRO,19.431677,-99.165115,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10058,EJE 1 PONIENTE (AV CUAUHTEMOC),ENTRE DR MARQUEZ Y EJE 3 SUR (DR I MORONES PRIETO),DOCTORES,#N/A,ASTURIAS,CUAUHTEMOC,CENTRO,19.408831,-99.154862,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,7K
10059,PONIENTE 81,3A CDA OBSERVATORIO,COVE,#N/A,PLATEROS,ALVARO OBREGON,PONIENTE,19.401976,-99.195408,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10060,ORIZABA,COLIMA,ROMA NORTE,#N/A,ROMA,CUAUHTEMOC,CENTRO,19.41978,-99.160035,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10061,AV PASEO DE LA REFORMA,PARIS,TABACALERA,#N/A,ANGEL,CUAUHTEMOC,CENTRO,19.432362,-99.156847,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10062,PASEO DE LA REFORMA,ENTRE VILLALONGIN Y PARIS,TABACALERA,#N/A,ANGEL,CUAUHTEMOC,CENTRO,19.431937,-99.157732,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,7K
10063,CALZ RICARDO FLORES M NUM 165,(UBICAR POR GEOREFERENCIA),U.H. NONOALCO TLATELOLCO,#N/A,TLATELOLCO,CUAUHTEMOC,CENTRO,19.453725,-99.147492,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10064,AV RICARDO FLORES MAGON,ENTRE AV INSURGENTES NORTE Y EJE 1 PONIENTE (AV GUERRERO),U.H. NONOALCO TLATELOLCO,#N/A,TLATELOLCO,CUAUHTEMOC,CENTRO,19.455632,-99.14778,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10065,RICARDO FLORES MAGON NO 175,(UBICAR POR GEOREFERENCIA),U.H. NONOALCO TLATELOLCO,#N/A,TLATELOLCO,CUAUHTEMOC,CENTRO,19.454014,-99.147531,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10097,ENRIQUE GRANADOS,JUAN HERNANDEZ Y DAVALOS,ALGARIN,#N/A,ASTURIAS,CUAUHTEMOC,CENTRO,19.406834,-99.143869,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10098,JUAN HERNANDEZ Y DAVALOS,MARCELINO DAVALOS,ALGARIN,#N/A,ASTURIAS,CUAUHTEMOC,CENTRO,19.406089,-99.136991,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10099,EJE 1 PONIENTE (AV CUAUHTEMOC),ENTRE ALVARO OBREGON Y COLIMA,ROMA NORTE,#N/A,ROMA,CUAUHTEMOC,CENTRO,19.42067,-99.154645,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,5,0,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10100,CDA LA VIGA,SUR 79,ASTURIAS,#N/A,ASTURIAS,CUAUHTEMOC,CENTRO,19.405455,-99.126723,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10101,VENTURA G TENA,SUR 67 A,ASTURIAS,#N/A,ASTURIAS,CUAUHTEMOC,CENTRO,19.404955,-99.130533,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10102,JUAN HERNANDEZ Y DAVALOS,JOSE SOTERO CASTAÑEDA,ASTURIAS AMPLIACION,#N/A,ASTURIAS,CUAUHTEMOC,CENTRO,19.405316,-99.131724,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10103,FRAY SERVANDO TERESA DE MIER,SAN MIGUEL,CENTRO,#N/A,CENTRO,CUAUHTEMOC,CENTRO,19.423625,-99.131767,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10104,EJE 2 NORTE (AV EULALIA GUZMAN),GERANIO,ATLAMPA,#N/A,TLATELOLCO,CUAUHTEMOC,CENTRO,19.45732,-99.149782,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10105,EJE 1 PONIENTE (AV GUERRERO),MINA,BUENAVISTA,#N/A,BUENAVISTA,CUAUHTEMOC,CENTRO,19.439834,-99.148623,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10106,OROZCO Y BERRA,FRAY BERNARDINO DE SAHAGUN,BUENAVISTA,#N/A,BUENAVISTA,CUAUHTEMOC,CENTRO,19.440399,-99.15372,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10107,LUIS DONALDO COLOSIO,JESUS GARCIA,BUENAVISTA,#N/A,BUENAVISTA,CUAUHTEMOC,CENTRO,19.442587,-99.152303,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10108,JESUS GARCIA,HEROES FERROCARRILEROS,BUENAVISTA,#N/A,BUENAVISTA,CUAUHTEMOC,CENTRO,19.440996,-99.15272,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,7K
10109,EJE 1 PONIENTE (AV BUCARELI),GRAL PRIM,JUAREZ,#N/A,ANGEL,CUAUHTEMOC,CENTRO,19.429628,-99.152247,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10110,PUENTE DE ALVARADO,ZARAGOZA,BUENAVISTA,#N/A,BUENAVISTA,CUAUHTEMOC,CENTRO,19.438161,-99.150422,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10111,ALDAMA,DEGOLLADO,BUENAVISTA,#N/A,BUENAVISTA,CUAUHTEMOC,CENTRO,19.446637,-99.150392,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10112,DR GRACIA GARCIA,DR BARAJAS LOZANO,BUENOS AIRES,#N/A,ASTURIAS,CUAUHTEMOC,CENTRO,19.404653,-99.14741,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10113,DR BOLAÑOS CACHO,DR ANDRADE,BUENOS AIRES,#N/A,ASTURIAS,CUAUHTEMOC,CENTRO,19.405664,-99.148354,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10114,DR BOLAÐOS,DR BARRAGAN,BUENOS AIRES,#N/A,ASTURIAS,CUAUHTEMOC,CENTRO,19.405666,-99.146487,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
10115,5 DE FEBRERO,SAN JERONIMO,CENTRO,#N/A,ALAMEDA,CUAUHTEMOC,CENTRO,19.426767,-99.135227,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,7K,7K
