ID_BCT_O,CALLE,ESQUINA,COLONIA,TRAMO,SECTOR_UPC,ALCALDÍA,C2,LATITUD,LONGITUD,CLASIFICACION,BOTON,ALTAVOZ,TIPO_POSTE,NUMCAMS,NUMBOT,NUMALT,CANT_ALTAVOZ,TIPO CAMARA,PROYECTO,FECHA_INSTALACIÓN,FASE2019,FASE_ORIGEN
3100,AV MARINA NACIONAL,CALZ MARIANO ESCOBEDO,ANAHUAC,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.447896,-99.182242,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,6,1,1,2,PTZ FIJA - 4K,CIUDAD SEGURA,,3.6K,8K
3101,FELIPE CARRILLO PUERTO,CDA MAR DE KARA,POPOTLA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.450408,-99.178349,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
3102,AV AHUEHUETES SUR,BOSQUE DE LA REFORMA,LOMAS DE REFORMA,#N/A,CHAPULTEPEC,MIGUEL HIDALGO,PONIENTE,19.406528,-99.233533,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3103,EUGENIO SUE,AV HOMERO,POLANCO REFORMA,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.435783,-99.193888,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3104,AV PRESIDENTE MASARYK,FCO PETRARCA,CHAPULTEPEC MORALES,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.431364,-99.185748,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
3105,CALZ LEGARIA,CALZ SANTA CRUZ CACALCO,DEPORTIVO PENSIL,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.450712,-99.202256,EDUCACION,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3106,AV EJERCITO NACIONAL,LAGO VICTORIA,GRANADA,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.438124,-99.193729,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3107,AV PASEO DE LA REFORMA,AV GRUYAS,BOSQUE DE CHAPULTEPEC 1A SECC,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.424794,-99.184931,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
3108,LAGO PATZCUARO,AV MARINA NACIONAL,VERONICA ANZURES,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.438046,-99.172828,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
3109,CIRCUITO INTERIOR CALZ MELCHOR OCAMPO,EJE 3 PTE THIERS,ANZURES,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.429486,-99.174105,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3110,LAGO TRASIMENO,LAGO LADOGA,MODELO PENSIL,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.44815,-99.190121,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3111,COLEGIO SALESIANO,LAGUNA SAN CRISTOBAL,ANAHUAC 1a SECC,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.444711,-99.17736,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,5,0,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
3112,LAGO BOLSENA,LAGO MAYOR,LOS MANZANOS,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.445859,-99.185974,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
3113,HOMERO,AV FFCC DE CUERNAVACA,LOS MORALES SECC PALMAS,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.43626,-99.206674,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
3114,LAGO YOJOA,RIO SAN JOAQUIN,FCO I MADERO,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.445652,-99.202122,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,6.5K,8K
3115,LAGO ONEGA,AV RIO SAN JOAQUIN,GRANADA,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.440324,-99.190388,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,6.5K,8K
3116,CALZ GRAL MARIANO ESCOBEDO,LAGUNA DE MAYRAN,ANAHUAC,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.44155,-99.183297,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
3117,LAGO COMO,LAGUNA DE TERMINOS,ANAHUAC,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.443746,-99.184133,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3118,POCITO,MAR NEGRO,POPOTLA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.455641,-99.182593,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3119,PROL PRESA DON MARTIN (CALZ LEGARIA ),CALZ LEGARIA (PROL PRESA DON MARTIN),LOMA HERMOSA (IRRIGACION),#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.445209,-99.210686,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
3120,CALZ LEGARIA,AV RIO SAN JOAQUIN,10 DE ABRIL,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.448031,-99.205755,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,6.5K,8K
3121,PRESA LAS VIRGENES,PRESA FALCON,IRRIGACION,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.444574,-99.205026,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3122,CALZ LEGARIA,CACALCO (CAMELLON) ENTRE LAGO GINEBRA Y LAGO SUIZA,5 DE MAYO,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.449699,-99.20367,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3123,ANILLO PERIFERICO BLVD MANUEL AVILA CAMACHO,LIRAFAEL REYES ESPINDOLA,PERIODISTA,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.448804,-99.219932,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,6.5K,8K
3124,PRESA SOLIS,BLVD MIGUEL DE CERVANTES S,IRRIGACION,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.441971,-99.212749,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3125,BAHIA DE SANTA BARBARA,BAHIA ASCENCION,VERONICA ANZURES,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.434541,-99.171624,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3126,GUTEMBERG,LEIBNITZ,ANZURES,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.431732,-99.179147,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,5,0,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
3127,EJE 3 PTE AV THIERS,GUTEMBERG,ANZURES,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.432168,-99.177116,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3128,AV EJERCITO NACIONAL,BAHIA DE LA CONCEPCION,VERONICA ANZURES,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.433237,-99.173785,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3129,LEIBNITZ,DARWIN,NUEVA ANZURES,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.429455,-99.178468,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3130,CALZ MARIANO ESCOBEDO,DARWIN,ANZURES,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.428902,-99.179934,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3131,LEIBNITZ,THIERS,ANZURES,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.434442,-99.17995,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3132,LAGO CHIEM,LAGO WAN,PERALITOS,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.451042,-99.190467,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3133,MOLINOS BEZARES,COLINA,LOMAS DE BEZAREZ,#N/A,CHAPULTEPEC,MIGUEL HIDALGO,PONIENTE,19.388269,-99.243497,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3134,LAGO KOLIND,LAGO SALADO,PENSIL NORTE,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.450086,-99.197373,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3135,CDA LAGO NESS,LAGO GRAN OSO,VENTURA PEREZ DE ALBA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.452536,-99.196328,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3136,PONIENTE 111,LAGO GINEBRA,POPO,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.445396,-99.19713,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
3137,AV MOLIERE,AV EJERCITO NACIONAL MEXICANO,GRANADA,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.438523,-99.200884,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,6,1,1,2,PTZ FIJA - 4K,CIUDAD SEGURA,,3.6K,8K
3138,AV PRESA SALINILLAS,CALZ LEGARIA Y PROL PRESA DON MARTIN,IRRIGACION,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.444467,-99.211295,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
3139,GRAL ARISTAS,CALZ MEXICO TACUBA,SAN JOAQUIN,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.455562,-99.20998,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3140,LAGO MUSTERS,CALZ MEXICO TACUBA,ARGENTINA ANTIGUA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.457163,-99.204489,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3141,CALZ MEXICO TACUBA,CALZ SAN BARTOLO NAUCALPAN,ARGENTINA PONIENTE,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.458242,-99.201556,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3142,LAGO BUENOS AIRES,LAGO VALENCIA,ARGENTINA ANTIGUA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.456143,-99.203202,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3143,AV RIO SAN JOAQUIN,LAGO NARGIS,GRANADA,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.438846,-99.186757,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3144,LAGO ATITLAN,LAGO SAN PEDRO,PENSIL NORTE,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.451421,-99.199404,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
3145,SAN JOAQUIN,LAGO MUSTERS Y IGNACIO ALLENDE,ARGENTINA ANTIGUA,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.4539,-99.204847,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3146,CALLE 7,RET 1 CALLE 7,LOMAS DE SOTELO,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.449017,-99.215378,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
3147,LAGUNA DE MAYRAN,LAGO DE PATZCUARO,ANAHUAC,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.440206,-99.172507,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
3148,NEZAHUALPILLI,TONANTZIN,TLAXPANA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.441591,-99.169793,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3149,NEZAHUALPILLI,CIRCUITO INTERIOR CALZ MELCHOR OCAMPO,TLAXPANA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.440373,-99.167677,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3150,DANIEL DELGADILLO,CALZ MEXICO TACUBA,AGRICULTURA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.444008,-99.166185,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3151,ING ZAPADORES,BLVD MANUEL AVILA CAMACHO,PERIODISTAS,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.452355,-99.219784,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
3152,J GUTIERREZ DE MENDOZA,BLVD MANUEL AVILA CAMACHO,PERIODISTA,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.447177,-99.219901,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3153,CALZ INGENIEROS MILITARES,AV RODOLFO GAONA,PERIODISTA,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.452999,-99.218461,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3154,AV HORACIO,JUAN VAZQUEZ DE MELLA,LOS MORALES,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.435424,-99.208171,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3155,AV HORACIO,SOFOCLES,DE LOS MORALES,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.434895,-99.204833,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3156,ANILLO PERIFERICO BLVD MANUEL AVILA CAMACHO,PASEO DE LAS PALMAS,PALMITAS,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.431684,-99.208384,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,6.5K,8K
3157,TIRO AL PICHON,ROQUETA,LOMAS DE BEZAREZ,#N/A,CHAPULTEPEC,MIGUEL HIDALGO,PONIENTE,19.393293,-99.243924,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3158,AV MOLIERE,AV HORACIO,POLANCO REFORMA,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.43432,-99.201441,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3159,AV INGENIEROS MILITARES,FFCC NACIONALES,IGNACIO MANUEL ALTAMIRANO,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.469595,-99.20704,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,5,0,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
3160,AV MARINA NACIONAL,LAGO GARDA,POPOTLA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.449576,-99.183463,INCIDENCIA DELICTIVA,SIN BOTON,CON ALTAVOZ,9m,1,0,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
3161,LAGO TUS,AV FFCC DE CUERNAVACA,ANAHUAC,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.448061,-99.180203,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3162,LAGO BOLSENA,AV MARINA NACIONAL,ANAHUAC,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.445097,-99.179914,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,6,1,1,2,PTZ FIJA - 4K,CIUDAD SEGURA,,3.6K,8K
3163,LAGO XOCHIMILCO,LAGUNA DEL CARMEN,ANAHUAC,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.448705,-99.177832,EQUIP. E INST. ESTRATEGICAS,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3164,LAGO CHAPALA,LAGUNA DE SAN CRISTOBAL,ANAHUAC,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.444487,-99.175188,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3165,LAGUNA DE TERMINOS,LAGO ZIRAHUEN,ANAHUAC,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.442194,-99.173233,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,6,1,1,2,PTZ FIJA - 4K,CIUDAD SEGURA,,3.6K,8K
3166,LAGUNA DE TERMINOS,LAGO CHAPALA,ANAHUAC,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.442508,-99.1755,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3167,LAGO TANA,FELIPE CARRILLO PUERTO,TORRE BLANCA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.45491,-99.19857,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3168,LAGUNA TAMIAHUA,LAGO DE PATZCUARO,ANAHUAC,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.445964,-99.171627,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3169,LAGUNA DE TERMINOS,LAGO DE PATZCUARO,ANAHUAC,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.44205,-99.172204,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3170,LAGUNA SAN CRISTOBAL,LAGO TLAHUAC Y LAGO ZIRAHUEN,ANAHUAC,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.444209,-99.17293,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3171,CALZ MEXICO TACUBA,TLALOC,TLAXPANA,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.444251,-99.167147,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,6,1,1,2,PTZ FIJA - 4K,CIUDAD SEGURA,,3.6K,8K
3172,LAGO XOCHIMILCO,BAHIA DE SANTA BARBARA (CLAGO ALBERTO),ANAHUAC,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.438564,-99.179364,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3173,AV MARINA NACIONAL,FFCC DE CUERNAVACA Y LAGO TEXCOCO,ANAHUAC,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.447057,-99.181174,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3174,GAUSS,THIERS,ANZURES,#N/A,POLANCO CASTILLO,MIGUEL HIDALGO,PONIENTE,19.436256,-99.182277,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3175,LAGO XOCHIMILCO,LAGUNA DE SAN CRISTOBAL Y LAGUNA DE TAMIAHUA,ANAHUAC,#N/A,TACUBA,MIGUEL HIDALGO,PONIENTE,19.445127,-99.178401,EDUCACION,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3176,RIO BECERRA,MARTIRES DE TACUBAYA,TACUBAYA,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.396858,-99.187556,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3177,AV REVOLUCION,11 DE ABRIL Y MARTIRES DE TACUBAYA,TACUBAYA,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.39627,-99.185404,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,6.5K,8K
3178,JOSE MA VIGIL,AV JALISCO Y CDA JOSE MA VIGIL,TACUBAYA,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.401358,-99.1874,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3179,AV JALISCO,MARTIRES DE LA CONQUISTA,TACUBAYA,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.400671,-99.188228,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,6,1,1,2,PTZ FIJA - 4K,CIUDAD SEGURA,,3.6K,8K
3180,PERIFERICO BLVD ADOLFO LOPEZ MATEOS,TORDO,TACUBAYA,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.40035,-99.191075,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
3181,ANILLO PERIFERICO BLVD ADOLFO LOPEZ MATEOS,CARLOS LAZO,TACUBAYA,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.402402,-99.192058,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,6.5K,8K
3182,GRAL MANUEL M PLATA,JESUS A FLORES,OBSERVATORIO,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.405743,-99.19491,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,6.5K,8K
3183,PRIV MIGUEL DE CERVANTES SAAVEDRA,FFCC DE CUERNAVACA,AMPLIACION GRANADA,#N/A,SOTELO,MIGUEL HIDALGO,PONIENTE,19.441825,-99.198411,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3184,ARQ CARLOS LAZO,ARQ LUIS RUIZ,TACUBAYA,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.402212,-99.189308,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,1,1,1,2,PTZ,CIUDAD SEGURA,,1.5K,8K
3185,JOUBLANC,CDA JOUBLANC,TACUBAYA,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.402658,-99.185956,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
3186,PUENTE DE LA MORENA,13 DE SEPTIEMBRE,ESCANDON,#N/A,TACUBAYA,MIGUEL HIDALGO,PONIENTE,19.398786,-99.18393,INCIDENCIA DELICTIVA,CON BOTON,CON ALTAVOZ,9m,5,1,1,2,PTZ FIJA,CIUDAD SEGURA,,3.6K,8K
